transactions,date,day_of_week,customer_name,age_group,gender,occupation,city,township,platform,device_type,transaction_type,amount_mmk,fee_mmk,net_amount_mmk,status
TXN-DDXE-48569969,4-Sep-24,Wednesday,Thet Aung,45-54,Female,Private Sector Employee,Yangon,Mayangon,Wave Money,iOS,Merchant Payment,19500,0,19500,Completed
TXN-MMCB-39203671,24-Dec-24,Tuesday,Daw Win,35-44,Female,Private Sector Employee,Yangon,Bahan,KBZPay,iOS,P2P Transfer,108000,0,108000,Completed
TXN-LQLT-01709596,14-Jan-24,Sunday,Aung Aye,25-34,Female,Factory Worker,Yangon,Kamayut,Wave Money,Feature Phone,Merchant Payment,50000,0,50000,Completed
TXN-LBBZ-90517979,18-Jun-24,Tuesday,Shwe Mon,18-24,Male,Government Employee,Yangon,Mingaladon,Wave Money,iOS,P2P Transfer,123000,0,123000,Completed
TXN-ORNT-19907086,12-Apr-24,Friday,Khin Myint,25-34,Male,Government Employee,Yangon,Kamayut,KBZPay,iOS,Bill Payment,139000,0,139000,Completed
TXN-MMLZ-82428474,21-Jun-24,Friday,Kyaw Oo,25-34,Female,Student,Yangon,Mingaladon,KBZPay,iOS,P2P Transfer,441000,0,441000,Completed
TXN-YUJB-81458930,1-Sep-24,Sunday,Shwe Phyo,55+,Male,Private Sector Employee,Yangon,Mingaladon,Wave Money,iOS,Bill Payment,81500,0,81500,Completed
TXN-LGMM-62044840,4-Dec-24,Wednesday,Zaw Lay,25-34,Female,Trader / Merchant,Yangon,Dagon,CB Pay,iOS,Bill Payment,120500,0,120500,Completed
TXN-YNXZ-74411195,1-Nov-24,Friday,Wai Maung,35-44,Female,Student,Yangon,Bahan,Wave Money,Feature Phone,Mobile Top-up,1000,0,1000,Completed
TXN-FAAN-27349993,19-Oct-24,Saturday,Ko Zaw,18-24,Male,Farmer,Mandalay,Maha Aungmye,KBZPay,Android,P2P Transfer,451500,0,451500,Completed
TXN-OAMD-37903914,4-Dec-24,Wednesday,Myat Hlaing,25-34,Male,Factory Worker,Mandalay,Chanayethazan,KBZPay,Android,P2P Transfer,58500,0,58500,Completed
TXN-FCJU-51092852,27-Jan-24,Saturday,Nan Win,35-44,Male,Trader / Merchant,Mandalay,Patheingyi,AYAPay,Android,P2P Transfer,381000,0,381000,Completed
TXN-DQYI-70902754,17-Sep-24,Tuesday,Ko Thant,55+,Female,Farmer,Mandalay,Amarapura,AYAPay,Android,Bill Payment,27000,0,27000,Completed
TXN-SDIT-07693938,21-Oct-24,Monday,Phyu Wai,25-34,Male,Trader / Merchant,Mandalay,Chanayethazan,OK Dollar,Feature Phone,Mobile Top-up,6000,0,6000,Completed
TXN-GVFK-51731332,15-Aug-24,Thursday,Thida Khaing,35-44,Female,Government Employee,Mandalay,Amarapura,KBZPay,Android,Bill Payment,200000,0,200000,Completed
TXN-BTZF-67144295,29-Mar-24,Friday,Kyaw Wai,25-34,Male,Farmer,Mandalay,Maha Aungmye,Wave Money,Android,P2P Transfer,277000,0,277000,Completed
TXN-XHJK-41916192,25-Jan-24,Thursday,Thida Min,25-34,Male,Trader / Merchant,Mandalay,Maha Aungmye,KBZPay,iOS,P2P Transfer,176500,0,176500,Completed
TXN-VNJG-24963174,5-Jul-24,Friday,Thida Wai,35-44,Male,Private Sector Employee,Mandalay,Patheingyi,AYAPay,Android,P2P Transfer,111000,0,111000,Completed
TXN-EEIU-75930572,11-Oct-24,Friday,Htet Wai,25-34,Male,Student,Mandalay,Amarapura,AYAPay,Android,Bill Payment,89500,0,89500,Completed
TXN-FCAV-09684825,28-Aug-24,Wednesday,Thet Lwin,25-34,Male,Government Employee,Mandalay,Aungmyaythazan,AYAPay,Android,P2P Transfer,209500,0,209500,Completed
TXN-KOSM-72595541,1-Sep-24,Sunday,Yee Thant,25-34,Male,Government Employee,Mandalay,Chanayethazan,Wave Money,iOS,Mobile Top-up,6000,0,6000,Completed
TXN-GJAZ-32605134,24-Mar-24,Sunday,Phyu Lwin,35-44,Female,Student,Mandalay,Amarapura,Wave Money,Android,Merchant Payment,109000,0,109000,Completed
TXN-SJOK-58227852,1-Mar-24,Friday,Naing Thu,35-44,Female,Student,Mandalay,Maha Aungmye,CB Pay,Android,Cash In,185000,0,185000,Completed
TXN-TVAT-64237844,5-Oct-24,Saturday,Soe Htay,18-24,Female,Farmer,Mandalay,Amarapura,Wave Money,Android,Cash In,272000,0,272000,Completed
TXN-NYUW-29878394,17-Jun-24,Monday,Myo Hlaing,35-44,Male,Student,Mandalay,Aungmyaythazan,Wave Money,Android,Bill Payment,50500,0,50500,Completed
TXN-XRZD-31604050,10-May-24,Friday,Phyo Htun,55+,Female,Private Sector Employee,Mandalay,Patheingyi,KBZPay,Feature Phone,P2P Transfer,84500,0,84500,Completed
TXN-EWOT-46642170,18-May-24,Saturday,Myo Aung,35-44,Female,Trader / Merchant,Mandalay,Maha Aungmye,OK Dollar,Android,P2P Transfer,97000,0,97000,Completed
TXN-XIPR-48847968,10-Aug-24,Saturday,Phyo Wai,35-44,Female,Private Sector Employee,Mandalay,Aungmyaythazan,Wave Money,Feature Phone,Mobile Top-up,14500,0,14500,Completed
TXN-HEZQ-85880266,1-Dec-24,Sunday,Daw Zaw,35-44,Female,Freelancer,Mandalay,Amarapura,Wave Money,Android,Cash In,763500,0,763500,Completed
TXN-YRKD-75447999,24-Jan-24,Wednesday,Thida Phyo,55+,Male,Government Employee,Mandalay,Amarapura,Wave Money,Android,Mobile Top-up,13000,0,13000,Completed
TXN-QQZP-82356730,2-Nov-24,Saturday,Zaw Aye,25-34,Male,Private Sector Employee,Mandalay,Amarapura,AYAPay,Android,Bill Payment,37000,0,37000,Completed
TXN-NOZE-86853491,28-Nov-24,Thursday,Yee Khaing,35-44,Female,Student,Mandalay,Patheingyi,AYAPay,Android,Bill Payment,200000,0,200000,Completed
TXN-ZMEW-22151242,12-Dec-24,Thursday,Thet Khaing,25-34,Female,Business Owner,Mandalay,Patheingyi,KBZPay,Android,P2P Transfer,94000,0,94000,Completed
TXN-HTRX-85566470,20-Jul-24,Saturday,Ma Lin,18-24,Female,Freelancer,Mandalay,Maha Aungmye,Wave Money,iOS,Merchant Payment,89500,0,89500,Completed
TXN-FRMU-18397853,17-Mar-24,Sunday,Nyein Min,18-24,Female,Business Owner,Mandalay,Amarapura,AYAPay,iOS,Bill Payment,200000,0,200000,Completed
TXN-DEYB-20109223,17-Dec-24,Tuesday,Nan Hlaing,35-44,Male,Trader / Merchant,Mandalay,Chanayethazan,Wave Money,Android,P2P Transfer,118000,0,118000,Completed
TXN-LIIY-88866788,23-Nov-24,Saturday,Nge Htun,25-34,Male,Government Employee,Mandalay,Amarapura,KBZPay,iOS,Merchant Payment,63500,0,63500,Completed
TXN-IYYJ-46684204,22-Nov-24,Friday,Myo Myint,35-44,Female,Trader / Merchant,Mandalay,Maha Aungmye,Wave Money,Android,P2P Transfer,30500,0,30500,Completed
TXN-WORV-82523911,22-Jun-24,Saturday,Thura Oo,35-44,Female,Business Owner,Mandalay,Amarapura,KBZPay,Android,Merchant Payment,42500,0,42500,Completed
TXN-LWVT-87547109,3-Apr-24,Wednesday,Thu Nyi,18-24,Male,Private Sector Employee,Mandalay,Amarapura,Wave Money,Feature Phone,Cash In,204000,0,204000,Completed
TXN-NHQZ-08159885,5-Oct-24,Saturday,Wai Lay,25-34,Female,Student,Mandalay,Chanayethazan,KBZPay,iOS,Bill Payment,98500,0,98500,Completed
TXN-YKPG-95628784,22-Jan-24,Monday,Htet Soe,35-44,Male,Government Employee,Mandalay,Patheingyi,Wave Money,Feature Phone,P2P Transfer,84000,0,84000,Completed
TXN-IEHF-97561010,24-May-24,Friday,Daw San,18-24,Female,Private Sector Employee,Mandalay,Aungmyaythazan,Wave Money,Android,P2P Transfer,69500,0,69500,Completed
TXN-NOEN-73651735,23-May-24,Thursday,Nan Aung,25-34,Female,Student,Mandalay,Amarapura,AYAPay,Android,Bill Payment,80000,0,80000,Completed
TXN-UVGJ-93324475,12-Oct-24,Saturday,Phyo Lay,35-44,Male,Government Employee,Mandalay,Maha Aungmye,Wave Money,Android,Cash In,202500,0,202500,Completed
TXN-AOVD-95463537,19-Apr-24,Friday,Aye Naing,55+,Female,Freelancer,Mandalay,Aungmyaythazan,KBZPay,iOS,Merchant Payment,83000,0,83000,Completed
TXN-SPAP-40633618,3-Apr-24,Wednesday,Ko Wai,25-34,Male,Business Owner,Mandalay,Amarapura,KBZPay,Android,P2P Transfer,244000,0,244000,Completed
TXN-HJUS-36086414,8-Feb-24,Thursday,Ei Moe,25-34,Female,Private Sector Employee,Mandalay,Patheingyi,Wave Money,Android,Mobile Top-up,7000,0,7000,Completed
TXN-PKDG-28616101,26-Nov-24,Tuesday,Thida Aung,18-24,Female,Trader / Merchant,Mandalay,Chanayethazan,CB Pay,Feature Phone,P2P Transfer,97000,0,97000,Completed
TXN-UDBM-39203948,25-Jun-24,Tuesday,Soe Zin,18-24,Female,Private Sector Employee,Mandalay,Aungmyaythazan,KBZPay,Android,Mobile Top-up,6000,0,6000,Completed
TXN-IBND-47106150,24-Dec-24,Tuesday,Zaw Nge,18-24,Male,Private Sector Employee,Mandalay,Aungmyaythazan,CB Pay,Android,P2P Transfer,295500,0,295500,Completed
TXN-VXAH-69580643,13-Nov-24,Wednesday,Thu Tun,25-34,Male,Government Employee,Mandalay,Maha Aungmye,KBZPay,Android,P2P Transfer,52500,0,52500,Completed
TXN-RGTX-02834696,12-Aug-24,Monday,Phyu Khaing,45-54,Female,Factory Worker,Mandalay,Aungmyaythazan,KBZPay,Android,Bill Payment,33500,0,33500,Completed
TXN-BXBI-36870010,20-Oct-24,Sunday,Thet San,25-34,Male,Government Employee,Mandalay,Aungmyaythazan,Wave Money,Feature Phone,P2P Transfer,118000,0,118000,Completed
TXN-UYWL-39874064,14-Mar-24,Thursday,Yee Nge,45-54,Female,Freelancer,Mandalay,Maha Aungmye,Wave Money,Android,P2P Transfer,287000,0,287000,Completed
TXN-YUJP-55275670,16-May-24,Thursday,Thu Maung,25-34,Male,Government Employee,Mandalay,Patheingyi,Wave Money,Feature Phone,P2P Transfer,48500,0,48500,Completed
TXN-KOXS-43890507,16-Aug-24,Friday,Yee Min,35-44,Female,Private Sector Employee,Mandalay,Chanayethazan,KBZPay,Feature Phone,P2P Transfer,119000,0,119000,Completed
TXN-LFQQ-15641873,10-Dec-24,Tuesday,Shwe Min,45-54,Female,Business Owner,Mandalay,Maha Aungmye,AYAPay,iOS,P2P Transfer,331500,0,331500,Completed
TXN-HNPH-04590054,8-Aug-24,Thursday,Khin Aye,25-34,Female,Government Employee,Mandalay,Aungmyaythazan,Wave Money,Feature Phone,P2P Transfer,31500,0,31500,Completed
TXN-HKHW-03616212,1-Dec-24,Sunday,Thu Shwe,18-24,Female,Business Owner,Mandalay,Amarapura,Wave Money,iOS,Mobile Top-up,18000,0,18000,Completed
TXN-MAEB-98140450,14-Jun-24,Friday,Daw Htun,25-34,Female,Freelancer,Mandalay,Patheingyi,CB Pay,Android,Mobile Top-up,5000,0,5000,Completed
TXN-VRTC-89461214,5-Sep-24,Thursday,Min Thu,45-54,Female,Factory Worker,Mandalay,Aungmyaythazan,KBZPay,Android,P2P Transfer,73500,0,73500,Completed
TXN-JNFN-42545872,23-Jan-24,Tuesday,Thet Thu,18-24,Male,Farmer,Mandalay,Maha Aungmye,AYAPay,Android,Merchant Payment,8000,0,8000,Completed
TXN-XFSM-04064282,25-Aug-24,Sunday,Thura Lay,18-24,Male,Trader / Merchant,Mandalay,Amarapura,KBZPay,Feature Phone,Bill Payment,27500,0,27500,Completed
TXN-CNLN-21723103,3-Nov-24,Sunday,Mg Wai,35-44,Male,Private Sector Employee,Mandalay,Aungmyaythazan,AYAPay,Android,P2P Transfer,98500,0,98500,Completed
TXN-BXIY-77790939,14-Nov-24,Thursday,Zaw Zin,25-34,Male,Trader / Merchant,Mandalay,Aungmyaythazan,KBZPay,Android,Mobile Top-up,3000,0,3000,Completed
TXN-JFJN-82901027,4-Sep-24,Wednesday,Phyo Soe,25-34,Male,Private Sector Employee,Mandalay,Maha Aungmye,Wave Money,iOS,P2P Transfer,139000,0,139000,Completed
TXN-VQUP-68586462,19-Nov-24,Tuesday,Zaw Phyo,18-24,Female,Private Sector Employee,Mandalay,Patheingyi,KBZPay,Android,Merchant Payment,62000,0,62000,Completed
TXN-PDEE-37415754,27-Dec-24,Friday,Ma Htun,45-54,Female,Business Owner,Mandalay,Patheingyi,Wave Money,Android,P2P Transfer,500000,0,500000,Completed
TXN-WNMP-82950619,3-Feb-24,Saturday,Nan Nge,25-34,Female,Private Sector Employee,Mandalay,Maha Aungmye,KBZPay,Android,P2P Transfer,208500,0,208500,Completed
TXN-XIGG-37097432,22-Jan-24,Monday,Yee Hlaing,18-24,Male,Government Employee,Mandalay,Patheingyi,AYAPay,Android,Merchant Payment,150000,0,150000,Completed
TXN-PDUM-52206104,28-May-24,Tuesday,Naing Thu,18-24,Female,Government Employee,Mandalay,Aungmyaythazan,OK Dollar,Android,Merchant Payment,53000,0,53000,Completed
TXN-GFXY-97639721,18-Mar-24,Monday,Aye Naing,25-34,Female,Business Owner,Mandalay,Amarapura,Wave Money,iOS,P2P Transfer,116500,0,116500,Completed
TXN-KIVQ-59367610,26-Dec-24,Thursday,Thida Nge,18-24,Female,Trader / Merchant,Mandalay,Patheingyi,OK Dollar,Android,Cash In,615500,0,615500,Completed
TXN-QAZA-82998538,8-Dec-24,Sunday,Zaw Zaw,35-44,Female,Business Owner,Mandalay,Amarapura,KBZPay,Android,Merchant Payment,40500,0,40500,Completed
TXN-ZCZY-09302670,10-Sep-24,Tuesday,Phyo Lin,18-24,Female,Private Sector Employee,Mandalay,Maha Aungmye,KBZPay,iOS,Cash In,327500,0,327500,Completed
TXN-AHQE-95128272,14-Feb-24,Wednesday,Zaw Naing,18-24,Female,Government Employee,Mandalay,Chanayethazan,OK Dollar,Feature Phone,Bill Payment,37000,0,37000,Completed
TXN-JEUI-24994351,27-Mar-24,Wednesday,Yee Thant,45-54,Male,Private Sector Employee,Mandalay,Chanayethazan,Wave Money,Android,P2P Transfer,61500,0,61500,Completed
TXN-NNNV-43799683,13-Jul-24,Saturday,Khin Naing,55+,Female,Trader / Merchant,Mandalay,Aungmyaythazan,Wave Money,Android,Bill Payment,152000,0,152000,Completed
TXN-DCKV-02471604,5-Jan-24,Friday,Daw Lin,35-44,Male,Farmer,Mandalay,Patheingyi,Wave Money,Feature Phone,Merchant Payment,36000,0,36000,Completed
TXN-WPFR-63614694,5-Jul-24,Friday,Myo Htay,25-34,Male,Government Employee,Mandalay,Amarapura,KBZPay,Android,P2P Transfer,171500,0,171500,Completed
TXN-PPEI-94178903,8-Apr-24,Monday,Thura Myint,45-54,Male,Student,Mandalay,Maha Aungmye,KBZPay,Android,Merchant Payment,46500,0,46500,Completed
TXN-TJIW-17275480,15-Apr-24,Monday,Shwe Myint,45-54,Male,Private Sector Employee,Mandalay,Patheingyi,OK Dollar,iOS,Mobile Top-up,3500,0,3500,Completed
TXN-JGAS-22024782,26-Mar-24,Tuesday,Ko Zin,25-34,Male,Freelancer,Mandalay,Chanayethazan,KBZPay,Feature Phone,Bill Payment,158000,0,158000,Completed
TXN-ZVOM-07866617,12-Jun-24,Wednesday,Soe Phyo,18-24,Female,Business Owner,Mandalay,Amarapura,OK Dollar,Android,Merchant Payment,38000,0,38000,Completed
TXN-QBMY-91148675,21-Feb-24,Wednesday,Kyaw Nge,25-34,Male,Business Owner,Mandalay,Chanayethazan,AYAPay,iOS,P2P Transfer,17000,0,17000,Completed
TXN-YRQG-41564159,18-Mar-24,Monday,Mg Soe,18-24,Female,Private Sector Employee,Mandalay,Maha Aungmye,AYAPay,Android,Merchant Payment,38500,0,38500,Completed
TXN-QXPO-95550102,15-May-24,Wednesday,Ko Tun,45-54,Male,Trader / Merchant,Mandalay,Aungmyaythazan,KBZPay,Android,P2P Transfer,378000,0,378000,Completed
TXN-RRFW-96758965,11-Jan-24,Thursday,Pyae Myint,18-24,Male,Trader / Merchant,Mandalay,Chanayethazan,KBZPay,Android,P2P Transfer,49000,0,49000,Completed
TXN-GBAC-08559419,20-Nov-24,Wednesday,Htet Zin,35-44,Male,Business Owner,Mandalay,Aungmyaythazan,CB Pay,Feature Phone,Merchant Payment,67500,0,67500,Completed
TXN-BAFL-34453161,27-Sep-24,Friday,Mg Myint,25-34,Female,Business Owner,Mandalay,Patheingyi,CB Pay,Android,Bill Payment,21000,0,21000,Completed
TXN-GRTE-99940086,8-Dec-24,Sunday,Wai San,35-44,Male,Trader / Merchant,Mandalay,Amarapura,OK Dollar,iOS,Cash In,455000,0,455000,Completed
TXN-PYVE-67232091,8-Jan-24,Monday,Nyein Maung,18-24,Male,Government Employee,Mandalay,Patheingyi,AYAPay,Feature Phone,Merchant Payment,32000,0,32000,Completed
TXN-ISTX-26957847,5-Jan-24,Friday,Thu Myint,18-24,Male,Private Sector Employee,Mandalay,Patheingyi,Wave Money,Android,Bill Payment,14500,0,14500,Completed
TXN-YSVP-47956035,2-Apr-24,Tuesday,Phyo Soe,25-34,Male,Student,Mandalay,Chanayethazan,KBZPay,Android,P2P Transfer,111000,0,111000,Completed
TXN-RRWR-01736960,12-Oct-24,Saturday,Wai Shwe,25-34,Male,Business Owner,Mandalay,Amarapura,CB Pay,Feature Phone,Bill Payment,49000,0,49000,Completed
TXN-CEDT-33309313,6-Dec-24,Friday,Ma Soe,25-34,Male,Government Employee,Mandalay,Amarapura,KBZPay,Android,Bill Payment,57500,0,57500,Completed
TXN-QATY-17608919,14-May-24,Tuesday,Aye Zin,25-34,Male,Government Employee,Mandalay,Maha Aungmye,KBZPay,Android,Mobile Top-up,8500,0,8500,Completed
TXN-VRPA-79510947,21-Mar-24,Thursday,Thu Zaw,25-34,Male,Trader / Merchant,Mandalay,Amarapura,AYAPay,iOS,Merchant Payment,127000,0,127000,Completed
TXN-XIOD-55751053,26-Feb-24,Monday,Nyein Moe,25-34,Male,Government Employee,Mandalay,Chanayethazan,Wave Money,iOS,P2P Transfer,42000,0,42000,Completed
TXN-MYWL-08999774,13-Apr-24,Saturday,Thura Zin,18-24,Female,Freelancer,Mandalay,Patheingyi,AYAPay,Android,P2P Transfer,155000,0,155000,Completed
TXN-WJZT-93301059,14-Dec-24,Saturday,Mg Moe,55+,Male,Government Employee,Mandalay,Maha Aungmye,KBZPay,Android,Merchant Payment,15000,0,15000,Completed
TXN-GWPB-94342298,30-Mar-24,Saturday,Nge Aung,18-24,Female,Private Sector Employee,Mandalay,Aungmyaythazan,KBZPay,Android,Mobile Top-up,10000,0,10000,Completed
TXN-SGZM-44076822,27-May-24,Monday,Su Zin,35-44,Male,Student,Mandalay,Aungmyaythazan,Wave Money,Android,Bill Payment,77000,0,77000,Completed
TXN-GOHK-00047891,23-Aug-24,Friday,Myat Win,25-34,Male,Government Employee,Mandalay,Maha Aungmye,Wave Money,Android,P2P Transfer,80500,0,80500,Completed
TXN-RPWJ-79499479,19-Jun-24,Wednesday,Zaw Myint,25-34,Male,Private Sector Employee,Mandalay,Maha Aungmye,OK Dollar,Android,P2P Transfer,223500,0,223500,Completed
TXN-OBUQ-29005278,26-Feb-24,Monday,Thura Hlaing,45-54,Male,Government Employee,Mandalay,Maha Aungmye,Wave Money,iOS,Mobile Top-up,16000,0,16000,Completed
TXN-NYCK-76368247,10-Jul-24,Wednesday,Su Shwe,55+,Female,Government Employee,Mandalay,Patheingyi,OK Dollar,Feature Phone,Merchant Payment,42500,0,42500,Completed
TXN-TCVO-61204538,14-Jul-24,Sunday,Ma Soe,55+,Female,Government Employee,Mandalay,Aungmyaythazan,AYAPay,Android,Merchant Payment,62500,0,62500,Completed
TXN-PFMH-10501130,16-Apr-24,Tuesday,Shwe Aye,25-34,Female,Government Employee,Mandalay,Amarapura,CB Pay,Android,Merchant Payment,24000,0,24000,Completed
TXN-FOLZ-17543464,26-Mar-24,Tuesday,Ma Wai,25-34,Female,Trader / Merchant,Mandalay,Patheingyi,KBZPay,Android,P2P Transfer,55000,0,55000,Completed
TXN-ZSQP-43858235,29-Jul-24,Monday,Thu Khaing,18-24,Female,Business Owner,Mandalay,Patheingyi,KBZPay,Feature Phone,Bill Payment,63500,0,63500,Completed
TXN-QAFK-07859422,13-May-24,Monday,Daw Maung,25-34,Female,Private Sector Employee,Mandalay,Maha Aungmye,AYAPay,Android,Bill Payment,160000,0,160000,Completed
TXN-TPHT-71943221,18-Jan-24,Thursday,Thida San,25-34,Male,Private Sector Employee,Mandalay,Maha Aungmye,AYAPay,Android,P2P Transfer,140500,0,140500,Completed
TXN-LHWG-28413083,27-Mar-24,Wednesday,Phyo Win,18-24,Male,Private Sector Employee,Mandalay,Maha Aungmye,AYAPay,Android,P2P Transfer,78500,0,78500,Completed
TXN-YFTF-14560483,3-May-24,Friday,Yee Shwe,25-34,Male,Government Employee,Mandalay,Patheingyi,AYAPay,Feature Phone,Bill Payment,57500,0,57500,Completed
TXN-KFLW-13282619,31-Mar-24,Sunday,Naing Aye,18-24,Female,Student,Mandalay,Chanayethazan,KBZPay,Android,Bill Payment,71000,0,71000,Completed
TXN-FWNG-99180312,5-Mar-24,Tuesday,Shwe Moe,18-24,Female,Student,Mandalay,Amarapura,AYAPay,Android,Bill Payment,71500,0,71500,Completed
TXN-YBMF-43783541,18-Sep-24,Wednesday,Mg Thant,18-24,Male,Government Employee,Mandalay,Amarapura,AYAPay,Android,Merchant Payment,42000,0,42000,Completed
TXN-GPUI-25954484,7-Jul-24,Sunday,Zaw Win,25-34,Female,Student,Mandalay,Aungmyaythazan,KBZPay,Android,P2P Transfer,500000,0,500000,Completed
TXN-KMBN-02286192,29-Aug-24,Thursday,Nge Lin,45-54,Female,Business Owner,Mandalay,Maha Aungmye,KBZPay,Android,Bill Payment,39500,0,39500,Completed
TXN-WUWZ-98449654,22-Sep-24,Sunday,Ko Naing,45-54,Male,Private Sector Employee,Mandalay,Amarapura,KBZPay,iOS,Bill Payment,142500,0,142500,Completed
TXN-FSHV-92829823,22-Jul-24,Monday,Aung Min,45-54,Male,Government Employee,Mandalay,Amarapura,Wave Money,Android,P2P Transfer,70000,0,70000,Completed
TXN-VDUI-22822908,15-Feb-24,Thursday,Ko Nyi,35-44,Female,Trader / Merchant,Mandalay,Patheingyi,AYAPay,Android,Mobile Top-up,5000,0,5000,Completed
TXN-HXKO-01841918,29-Apr-24,Monday,Su Htun,18-24,Female,Trader / Merchant,Mandalay,Amarapura,KBZPay,Android,P2P Transfer,67000,0,67000,Completed
TXN-NCEF-10262098,23-Jan-24,Tuesday,Mg Khaing,35-44,Female,Student,Mandalay,Aungmyaythazan,Wave Money,Feature Phone,Bill Payment,76500,0,76500,Completed
TXN-LLJT-73860745,28-Apr-24,Sunday,Thet Naing,25-34,Female,Government Employee,Mandalay,Amarapura,Wave Money,Feature Phone,Cash In,560000,0,560000,Completed
TXN-CTTB-70733854,20-Apr-24,Saturday,Thu Aye,45-54,Male,Factory Worker,Mandalay,Patheingyi,KBZPay,Feature Phone,Merchant Payment,35500,0,35500,Completed
TXN-PLIZ-03046384,19-Mar-24,Tuesday,Aye Nge,45-54,Male,Farmer,Mandalay,Chanayethazan,OK Dollar,Android,Bill Payment,27500,0,27500,Completed
TXN-UWSY-30194820,15-Jan-24,Monday,Aye Thu,18-24,Male,Private Sector Employee,Mandalay,Amarapura,Wave Money,Feature Phone,Merchant Payment,44500,0,44500,Completed
TXN-NNBR-08510356,22-Jul-24,Monday,Khin Moe,18-24,Female,Business Owner,Mandalay,Aungmyaythazan,KBZPay,Feature Phone,Bill Payment,16000,0,16000,Completed
TXN-CKRP-37833009,3-Apr-24,Wednesday,Yee Hlaing,18-24,Female,Trader / Merchant,Mandalay,Patheingyi,CB Pay,Android,Mobile Top-up,2500,0,2500,Completed
TXN-IAFC-61975402,26-Sep-24,Thursday,Shwe Khaing,45-54,Male,Trader / Merchant,Mandalay,Aungmyaythazan,KBZPay,Android,Bill Payment,130000,0,130000,Completed
TXN-HZZJ-43650185,2-Jan-24,Tuesday,Yee Khaing,35-44,Female,Government Employee,Mandalay,Maha Aungmye,KBZPay,iOS,P2P Transfer,117000,0,117000,Completed
TXN-MPXL-46545163,23-May-24,Thursday,Naing Kyaw,18-24,Female,Trader / Merchant,Mandalay,Amarapura,AYAPay,Feature Phone,Bill Payment,66000,0,66000,Completed
TXN-MDXF-85042566,20-Mar-24,Wednesday,Khin Maung,35-44,Male,Private Sector Employee,Mandalay,Amarapura,KBZPay,Android,P2P Transfer,324500,0,324500,Completed
TXN-MUDS-31010829,25-Apr-24,Thursday,Myat Lwin,35-44,Female,Farmer,Mandalay,Maha Aungmye,KBZPay,Android,Cash In,158500,0,158500,Completed
TXN-FVKL-76609957,26-Aug-24,Monday,Htet Aye,25-34,Male,Private Sector Employee,Mandalay,Chanayethazan,Wave Money,Android,Mobile Top-up,12500,0,12500,Completed
TXN-JYXQ-06159744,16-Jan-24,Tuesday,Myo Kyaw,45-54,Female,Student,Mandalay,Aungmyaythazan,Wave Money,Android,P2P Transfer,197500,0,197500,Completed
TXN-XAJY-27141105,16-Sep-24,Monday,Aung Lay,35-44,Male,Government Employee,Mandalay,Amarapura,CB Pay,Feature Phone,Bill Payment,32000,0,32000,Completed
TXN-HMBG-73418681,21-Nov-24,Thursday,Shwe Phyo,45-54,Female,Trader / Merchant,Mandalay,Chanayethazan,KBZPay,Feature Phone,P2P Transfer,278500,0,278500,Completed
TXN-OYVJ-96993120,13-Jul-24,Saturday,Zaw Soe,45-54,Female,Private Sector Employee,Mandalay,Amarapura,Wave Money,iOS,Mobile Top-up,6500,0,6500,Completed
TXN-DPNH-44985713,5-Jul-24,Friday,Mg Zin,25-34,Male,Business Owner,Mandalay,Maha Aungmye,OK Dollar,iOS,Merchant Payment,69500,0,69500,Completed
TXN-FAAH-96855070,1-Feb-24,Thursday,Ko Naing,25-34,Male,Trader / Merchant,Mandalay,Maha Aungmye,KBZPay,iOS,P2P Transfer,88000,0,88000,Completed
TXN-SXLW-13141463,8-Mar-24,Friday,Thida Lin,18-24,Male,Student,Mandalay,Patheingyi,Wave Money,Feature Phone,Mobile Top-up,13000,0,13000,Completed
TXN-DFCP-83779335,1-Apr-24,Monday,Ma Thu,25-34,Male,Business Owner,Mandalay,Maha Aungmye,AYAPay,Feature Phone,P2P Transfer,106500,0,106500,Completed
TXN-WIQY-03038396,8-Dec-24,Sunday,Nyein Oo,25-34,Female,Private Sector Employee,Mandalay,Maha Aungmye,Wave Money,iOS,P2P Transfer,187500,0,187500,Completed
TXN-ZFEY-18205477,20-Jan-24,Saturday,Phyu Nge,18-24,Male,Government Employee,Mandalay,Amarapura,KBZPay,Android,Bill Payment,46000,0,46000,Completed
TXN-XIQX-61661137,18-Nov-24,Monday,Nan Min,45-54,Male,Government Employee,Mandalay,Patheingyi,AYAPay,iOS,P2P Transfer,288000,0,288000,Completed
TXN-OQQE-17404001,21-Feb-24,Wednesday,Aye Aung,25-34,Male,Farmer,Mandalay,Aungmyaythazan,Wave Money,iOS,P2P Transfer,209500,0,209500,Completed
TXN-CNYS-09725513,11-Jan-24,Thursday,Zaw Phyo,18-24,Female,Government Employee,Mandalay,Amarapura,Wave Money,Android,Mobile Top-up,8500,0,8500,Completed
TXN-NDGF-28308483,5-Jun-24,Wednesday,Mg Mon,35-44,Female,Business Owner,Mandalay,Maha Aungmye,KBZPay,Feature Phone,P2P Transfer,126000,0,126000,Completed
TXN-ETBU-30868591,22-Apr-24,Monday,Thu Moe,25-34,Female,Factory Worker,Mandalay,Amarapura,OK Dollar,Feature Phone,Mobile Top-up,3500,0,3500,Completed
