transaction_id,timestamp,date,month,hour,day_of_week,customer_name,age_group,gender,occupation,phone_number,city,township,platform,device_type,transaction_type,amount_mmk,fee_mmk,net_amount_mmk,status,description
TXN-RPTU-57805103,3/28/2024 9:35,3/28/2024,2024-03,9,Thursday,Zaw Aung,35-44,Female,Government Employee,997392957,Sittwe,Myebon,KBZPay,Android,Cash In,215000,0,215000,Completed,Bank transfer in
TXN-ZNFP-18022658,12/10/2024 14:24,12/10/2024,2024-12,14,Tuesday,Kyaw Aung,18-24,Female,Business Owner,9971815899,Yangon,Mayangon,KBZPay,Android,Merchant Payment,30000,0,30000,Completed,Purchase at Pun Hlaing Hospital
TXN-GLBK-37618535,5/20/2024 16:03,5/20/2024,2024-05,16,Monday,Su Lwin,25-34,Male,Private Sector Employee,9764080314,Yangon,Hlaing,AYAPay,Android,Cash In,705500,0,705500,Completed,Cash deposit at agent
TXN-QZBO-70904231,1/2/2024 21:58,1/2/2024,2024-01,21,Tuesday,Yee Phyo,35-44,Female,Government Employee,9440317235,Pathein,Maubin,Wave Money,Android,P2P Transfer,388500,0,388500,Completed,Transfer to Mg Min
TXN-ETLJ-29276040,10/27/2024 21:57,10/27/2024,2024-10,21,Sunday,Thida Nge,18-24,Female,Private Sector Employee,9432939469,Pathein,Pathein Township,CB Pay,iOS,Merchant Payment,87000,0,87000,Completed,Purchase at Total Energies
TXN-BJPD-75293733,11/8/2024 20:07,11/8/2024,2024-11,20,Friday,Pyae Min,18-24,Female,Government Employee,9732311127,Yangon,Insein,KBZPay,Android,P2P Transfer,99500,0,99500,Completed,Rent payment
TXN-UJEB-36966699,8/5/2024 16:49,8/5/2024,2024-08,16,Monday,Myo Nyi,45-54,Male,Business Owner,977711306,Yangon,Thingangyun,AYAPay,iOS,P2P Transfer,388000,0,388000,Completed,Money sent to family
TXN-KHZN-48832778,11/3/2024 12:35,11/3/2024,2024-11,12,Sunday,Daw Kyaw,18-24,Male,Government Employee,9322573066,Dawei,Dawei Township,Wave Money,Android,P2P Transfer,114000,0,114000,Completed,Personal transfer
TXN-UCDG-89194060,7/18/2024 21:58,7/18/2024,2024-07,21,Thursday,Aye Win,18-24,Male,Business Owner,959255021,Yangon,Mingaladon,Wave Money,Feature Phone,Mobile Top-up,6000,0,6000,Completed,Ooredoo top-up 2000 MMK
TXN-BAFL-34453161,9/27/2024 12:09,9/27/2024,2024-09,12,Friday,Mg Myint,25-34,Female,Business Owner,9317945772,Mandalay,Patheingyi,CB Pay,Android,Bill Payment,21000,0,21000,Completed,Pay School Fees
TXN-YXRQ-16782835,3/12/2024 0:42,3/12/2024,2024-03,0,Tuesday,Ma Aye,25-34,Male,Private Sector Employee,9443666777,Yangon,Mayangon,KBZPay,Feature Phone,Cash Out,500000,7500,492500,Completed,Cash withdrawal at agent
TXN-GRTE-99940086,12/8/2024 15:01,12/8/2024,2024-12,15,Sunday,Wai San,35-44,Male,Trader / Merchant,9266271874,Mandalay,Amarapura,OK Dollar,iOS,Cash In,455000,0,455000,Completed,Cash deposit at agent
TXN-SSHI-47541091,1/8/2024 20:02,1/8/2024,2024-01,20,Monday,Nge Khaing,18-24,Female,Trader / Merchant,9436932657,Naypyitaw,Dekkhina,AYAPay,Android,P2P Transfer,158000,0,158000,Completed,Transfer to Su Kyaw
TXN-TSFM-24844631,5/31/2024 17:26,5/31/2024,2024-05,17,Friday,Yee Naing,25-34,Female,Private Sector Employee,9433415959,Taunggyi,Hopong,KBZPay,Android,Cash In,243500,0,243500,Completed,Cash deposit at agent
TXN-NYBI-02537962,11/22/2024 7:20,11/22/2024,2024-11,7,Friday,Mg Zaw,35-44,Male,Freelancer,9311271026,Yangon,Mingaladon,KBZPay,iOS,Bill Payment,17000,0,17000,Completed,Pay Government Fee
TXN-KQQC-10638804,12/27/2024 12:12,12/27/2024,2024-12,12,Friday,Nyein Kyaw,55+,Female,Government Employee,9439462135,Myitkyina,Waingmaw,AYAPay,iOS,P2P Transfer,235000,0,235000,Completed,Payment for goods
TXN-PYVE-67232091,1/8/2024 15:24,1/8/2024,2024-01,15,Monday,Nyein Maung,18-24,Male,Government Employee,9314476504,Mandalay,Patheingyi,AYAPay,Feature Phone,Merchant Payment,32000,0,32000,Completed,Purchase at CB Bank
TXN-CZGF-55344863,10/21/2024 9:11,10/21/2024,2024-10,9,Monday,Ma Myint,25-34,Female,Freelancer,9496525483,Yangon,Tamwe,Wave Money,Android,Bill Payment,65000,0,65000,Failed,Pay Electricity (YESC)
TXN-VYTV-16550762,6/7/2024 11:03,6/7/2024,2024-06,11,Friday,Nge Mon,18-24,Male,Government Employee,955912975,Yangon,Bahan,Wave Money,Android,Merchant Payment,70000,0,70000,Completed,Purchase at Myanmar Plaza
TXN-VZKH-69428242,3/9/2024 11:10,3/9/2024,2024-03,11,Saturday,Aye Htay,25-34,Male,Private Sector Employee,9769274907,Bago,Tanatpin,Wave Money,Android,P2P Transfer,68500,0,68500,Completed,Transfer to Thura Thu
TXN-WTKU-19042187,12/22/2024 13:37,12/22/2024,2024-12,13,Sunday,Soe Min,25-34,Female,Private Sector Employee,9325380442,Yangon,Dagon,Wave Money,Android,P2P Transfer,283000,0,283000,Completed,Personal transfer
TXN-BAHU-08853111,12/3/2024 1:23,12/3/2024,2024-12,1,Tuesday,Ma Khaing,35-44,Female,Business Owner,9427575747,Mawlamyine,Mudon,OK Dollar,Android,P2P Transfer,70000,500,69500,Completed,Personal transfer
TXN-UXCA-04573629,2/24/2024 8:31,2/24/2024,2024-02,8,Saturday,Phyu Oo,18-24,Female,Private Sector Employee,952562650,Mandalay,Amarapura,CB Pay,iOS,Bill Payment,43500,0,43500,Failed,Pay Water (YCDC)
TXN-UQBT-10540311,12/15/2024 13:40,12/15/2024,2024-12,13,Sunday,Thet San,25-34,Male,Business Owner,9766627051,Yangon,Tamwe,KBZPay,Android,P2P Transfer,109500,0,109500,Completed,Personal transfer
TXN-CPDH-15104813,5/4/2024 19:12,5/4/2024,2024-05,19,Saturday,Myat Min,18-24,Male,Private Sector Employee,9442597107,Yangon,Dagon,Wave Money,Feature Phone,Bill Payment,34500,0,34500,Failed,Pay Government Fee
TXN-OBCH-54615176,6/13/2024 20:49,6/13/2024,2024-06,20,Thursday,Phyo Htay,25-34,Female,Student,9983379705,Taunggyi,Hopong,Wave Money,Android,Bill Payment,43500,0,43500,Completed,Pay Electricity (YESC)
TXN-KMSF-21396237,9/24/2024 11:33,9/24/2024,2024-09,11,Tuesday,Khin San,35-44,Male,Private Sector Employee,955597824,Yangon,Bahan,KBZPay,Android,Cash Out,373500,6500,367000,Completed,Cash withdrawal at agent
TXN-VDRI-63610693,4/10/2024 15:18,4/10/2024,2024-04,15,Wednesday,Myat Wai,35-44,Male,Private Sector Employee,9434006157,Yangon,Mayangon,OK Dollar,iOS,Merchant Payment,54000,0,54000,Completed,Purchase at MPRL Fuel Station
TXN-MOWY-54822952,1/21/2024 10:31,1/21/2024,2024-01,10,Sunday,Aye Htun,18-24,Female,Business Owner,9442568065,Yangon,Bahan,KBZPay,Feature Phone,Bill Payment,38000,0,38000,Completed,Pay Internet (Fiber)
TXN-PKYG-07782867,2/28/2024 21:16,2/28/2024,2024-02,21,Wednesday,Min Oo,18-24,Male,Student,985551651,Yangon,Kamayut,KBZPay,iOS,Bill Payment,29500,0,29500,Completed,Pay Cable TV
TXN-BZMU-67129085,1/25/2024 8:13,1/25/2024,2024-01,8,Thursday,Mg Khaing,25-34,Male,Freelancer,9317003322,Yangon,Hlaing,KBZPay,Feature Phone,Bill Payment,34000,0,34000,Completed,Pay Electricity (YESC)
TXN-HSOJ-09871962,5/23/2024 15:01,5/23/2024,2024-05,15,Thursday,Aung Aung,35-44,Female,Private Sector Employee,9256328094,Yangon,Insein,KBZPay,Android,P2P Transfer,300500,0,300500,Completed,Rent payment
TXN-ISTX-26957847,1/5/2024 12:16,1/5/2024,2024-01,12,Friday,Thu Myint,18-24,Male,Private Sector Employee,993394394,Mandalay,Patheingyi,Wave Money,Android,Bill Payment,14500,0,14500,Completed,Pay Government Fee
TXN-KCNJ-47507517,5/19/2024 10:06,5/19/2024,2024-05,10,Sunday,Su Lay,25-34,Male,Healthcare Worker,9982778943,Pathein,Pathein Township,Wave Money,iOS,P2P Transfer,500000,0,500000,Completed,Rent payment
TXN-OAHH-74151097,2/11/2024 15:55,2/11/2024,2024-02,15,Sunday,Mg Zin,55+,Female,Private Sector Employee,9326040142,Yangon,Thingangyun,OK Dollar,Android,P2P Transfer,241000,1000,240000,Failed,Money sent to family
TXN-DWEE-60768060,3/14/2024 18:17,3/14/2024,2024-03,18,Thursday,Pyae Htun,35-44,Male,Student,9433166007,Naypyitaw,Pobbathiri,KBZPay,iOS,Bill Payment,51000,0,51000,Completed,Pay Electricity (YESC)
TXN-IOIR-14307860,9/25/2024 10:37,9/25/2024,2024-09,10,Wednesday,Naing Wai,25-34,Male,Trader / Merchant,9976873045,Myitkyina,Myitkyina Township,KBZPay,Android,P2P Transfer,281000,0,281000,Completed,Money sent to family
TXN-NDKB-53349816,8/6/2024 21:47,8/6/2024,2024-08,21,Tuesday,Khin Shwe,25-34,Female,Student,9768656194,Yangon,Insein,KBZPay,Android,Cash In,172500,0,172500,Completed,ATM cash in
TXN-GHDJ-26479528,7/19/2024 18:52,7/19/2024,2024-07,18,Friday,Min Nge,35-44,Female,Private Sector Employee,9491880819,Yangon,Dagon,OK Dollar,Android,P2P Transfer,226500,500,226000,Completed,Rent payment
TXN-SWMT-77979908,1/9/2024 9:13,1/9/2024,2024-01,9,Tuesday,Daw Phyo,35-44,Female,Private Sector Employee,9732308172,Yangon,Sanchaung,AYAPay,Android,Cash In,364500,0,364500,Completed,Cash deposit at agent
TXN-VMVD-23892796,5/8/2024 15:55,5/8/2024,2024-05,15,Wednesday,Myo Thu,25-34,Male,Farmer,9450945653,Yangon,Kamayut,AYAPay,Android,P2P Transfer,383000,0,383000,Failed,Personal transfer
TXN-RILX-34127732,8/8/2024 13:19,8/8/2024,2024-08,13,Thursday,Thu Lwin,25-34,Female,Factory Worker,9760607174,Mawlamyine,Kyaikmaraw,Wave Money,Android,Bill Payment,31000,0,31000,Completed,Pay Electricity (YESC)
TXN-VEGX-40187794,11/25/2024 10:02,11/25/2024,2024-11,10,Monday,Thura Min,25-34,Male,Government Employee,958718274,Mandalay,Amarapura,KBZPay,Android,Mobile Top-up,2000,0,2000,Failed,MPT top-up 10000 MMK
TXN-NYDO-37555230,3/1/2024 17:36,3/1/2024,2024-03,17,Friday,Myat Lwin,35-44,Female,Government Employee,9767306260,Yangon,Sanchaung,Wave Money,Android,P2P Transfer,41500,0,41500,Completed,Transfer to Nge San
TXN-YTBM-35394465,2/14/2024 17:11,2/14/2024,2024-02,17,Wednesday,Khin Mon,35-44,Male,Business Owner,9448167046,Yangon,Insein,KBZPay,Android,Mobile Top-up,7500,0,7500,Completed,MPT top-up 5000 MMK
TXN-IGWZ-37936425,7/12/2024 20:08,7/12/2024,2024-07,20,Friday,Ko Nyi,25-34,Male,Government Employee,9259618033,Naypyitaw,Dekkhina,Wave Money,Feature Phone,P2P Transfer,111000,0,111000,Completed,Rent payment
TXN-HVGB-66513483,3/31/2024 21:40,3/31/2024,2024-03,21,Sunday,Yee Zaw,35-44,Male,Business Owner,9763126881,Yangon,Thingangyun,Wave Money,Android,P2P Transfer,482000,0,482000,Completed,Payment for goods
TXN-UKHJ-74999829,10/9/2024 8:26,10/9/2024,2024-10,8,Wednesday,Thet Thu,25-34,Female,Government Employee,9426035679,Yangon,Thingangyun,Wave Money,iOS,Merchant Payment,72500,0,72500,Failed,Purchase at Shwe War Myay Market
TXN-UKPA-58805789,12/21/2024 17:40,12/21/2024,2024-12,17,Saturday,Ma Aye,35-44,Female,Government Employee,9326475489,Yangon,Kamayut,KBZPay,iOS,P2P Transfer,44000,0,44000,Failed,Transfer to Ei Zaw
TXN-NFYK-32199487,3/10/2024 19:34,3/10/2024,2024-03,19,Sunday,Shwe Thu,45-54,Female,Private Sector Employee,9423935435,Yangon,Tamwe,KBZPay,Android,Bill Payment,37500,0,37500,Completed,Pay School Fees
TXN-YSVP-47956035,4/2/2024 4:12,4/2/2024,2024-04,4,Tuesday,Phyo Soe,25-34,Male,Student,9333395275,Mandalay,Chanayethazan,KBZPay,Android,P2P Transfer,111000,0,111000,Completed,Payment for goods
TXN-VNBX-19830568,2/21/2024 20:51,2/21/2024,2024-02,20,Wednesday,Aung Naing,18-24,Female,Factory Worker,9738948963,Mawlamyine,Mudon,OK Dollar,Android,P2P Transfer,50000,0,50000,Completed,Rent payment
TXN-OQYJ-41016216,1/9/2024 20:14,1/9/2024,2024-01,20,Tuesday,Pyae Lwin,25-34,Male,Student,9493090015,Yangon,Kamayut,AYAPay,Android,Cash Out,117000,1000,116000,Completed,Cash withdrawal at agent
TXN-MLLE-91227970,7/30/2024 14:28,7/30/2024,2024-07,14,Tuesday,Thura Nyi,35-44,Female,Government Employee,9984711363,Myitkyina,Waingmaw,AYAPay,iOS,P2P Transfer,305500,0,305500,Failed,Rent payment
TXN-GUOJ-97182066,2/22/2024 21:44,2/22/2024,2024-02,21,Thursday,Yee Naing,25-34,Male,Government Employee,9459608437,Yangon,Kamayut,CB Pay,Android,Bill Payment,147500,0,147500,Completed,Pay Insurance Premium
TXN-FGVP-35906026,6/8/2024 14:05,6/8/2024,2024-06,14,Saturday,Phyo Myint,18-24,Male,Private Sector Employee,9314369709,Naypyitaw,Ottarathiri,AYAPay,iOS,P2P Transfer,329000,0,329000,Completed,Transfer to Phyo Htun
TXN-UBWP-72411728,1/29/2024 22:16,1/29/2024,2024-01,22,Monday,Naing Thu,25-34,Female,Business Owner,9253989830,Mandalay,Maha Aungmye,KBZPay,Android,Cash Out,500000,6000,494000,Completed,Cash withdrawal at agent
TXN-OUUP-58945215,10/9/2024 20:11,10/9/2024,2024-10,20,Wednesday,Pyae San,45-54,Male,Private Sector Employee,9951319092,Yangon,Mayangon,KBZPay,Android,P2P Transfer,159000,0,159000,Completed,Transfer to Htet Moe
TXN-RRWR-01736960,10/12/2024 15:11,10/12/2024,2024-10,15,Saturday,Wai Shwe,25-34,Male,Business Owner,9253052480,Mandalay,Amarapura,CB Pay,Feature Phone,Bill Payment,49000,0,49000,Completed,Pay Cable TV
TXN-CAQG-47133884,7/2/2024 20:02,7/2/2024,2024-07,20,Tuesday,Htet Htay,35-44,Male,Healthcare Worker,9430478768,Naypyitaw,Ottarathiri,KBZPay,Android,Bill Payment,133500,0,133500,Completed,Pay Internet (Fiber)
TXN-NKXW-08527142,1/6/2024 15:16,1/6/2024,2024-01,15,Saturday,Khin Nge,25-34,Female,Private Sector Employee,9454505730,Yangon,Dagon,AYAPay,Android,P2P Transfer,221500,0,221500,Completed,Money sent to family
TXN-CEDT-33309313,12/6/2024 21:38,12/6/2024,2024-12,21,Friday,Ma Soe,25-34,Male,Government Employee,973214505,Mandalay,Amarapura,KBZPay,Android,Bill Payment,57500,0,57500,Completed,Pay Insurance Premium
TXN-QATY-17608919,5/14/2024 7:23,5/14/2024,2024-05,7,Tuesday,Aye Zin,25-34,Male,Government Employee,992840083,Mandalay,Maha Aungmye,KBZPay,Android,Mobile Top-up,8500,0,8500,Completed,Atom (Telenor) top-up 3000 MMK
TXN-VRPA-79510947,3/21/2024 8:08,3/21/2024,2024-03,8,Thursday,Thu Zaw,25-34,Male,Trader / Merchant,9969812657,Mandalay,Amarapura,AYAPay,iOS,Merchant Payment,127000,0,127000,Completed,Purchase at Cathay Life Insurance
TXN-KZRX-05308352,8/13/2024 3:09,8/13/2024,2024-08,3,Tuesday,Thura Phyo,35-44,Female,Private Sector Employee,9974301204,Yangon,Dagon,AYAPay,Android,Merchant Payment,19000,0,19000,Completed,Purchase at Myanmar Plaza
TXN-ARQC-92493136,10/19/2024 21:09,10/19/2024,2024-10,21,Saturday,Nge Nyi,25-34,Female,Student,9428298493,Pathein,Yegyi,Wave Money,Android,P2P Transfer,36500,0,36500,Completed,Payment for goods
TXN-XIOD-55751053,2/26/2024 8:21,2/26/2024,2024-02,8,Monday,Nyein Moe,25-34,Male,Government Employee,9968566695,Mandalay,Chanayethazan,Wave Money,iOS,P2P Transfer,42000,0,42000,Completed,Personal transfer
TXN-SLAK-49235958,2/24/2024 9:59,2/24/2024,2024-02,9,Saturday,Soe Moe,25-34,Female,Factory Worker,9459366343,Myitkyina,Myitkyina Township,Wave Money,Android,Mobile Top-up,9000,0,9000,Completed,Ooredoo top-up 1000 MMK
TXN-TDER-83352385,10/27/2024 12:37,10/27/2024,2024-10,12,Sunday,Mg Oo,55+,Male,Government Employee,9434559102,Dawei,Longlon,KBZPay,iOS,Cash In,68500,0,68500,Completed,Cash deposit at agent
TXN-KUXJ-61315641,8/26/2024 12:34,8/26/2024,2024-08,12,Monday,Myo Nge,35-44,Male,Business Owner,9322817934,Yangon,Mingaladon,CB Pay,Android,P2P Transfer,226000,500,225500,Completed,Rent payment
TXN-OHTV-82887986,6/7/2024 18:42,6/7/2024,2024-06,18,Friday,Phyo San,25-34,Male,Private Sector Employee,9432010912,Mawlamyine,Mawlamyine Township,KBZPay,iOS,P2P Transfer,43500,0,43500,Completed,Money sent to family
TXN-FARP-06340069,8/28/2024 7:37,8/28/2024,2024-08,7,Wednesday,Shwe Wai,18-24,Male,Government Employee,9256351004,Myitkyina,Waingmaw,CB Pay,iOS,Bill Payment,93500,0,93500,Completed,Pay School Fees
TXN-ACEU-82009798,10/19/2024 8:06,10/19/2024,2024-10,8,Saturday,Htet Htun,45-54,Male,Private Sector Employee,987520238,Bago,Waw,OK Dollar,Android,Mobile Top-up,7500,0,7500,Failed,Ooredoo top-up 1000 MMK
TXN-MYWL-08999774,4/13/2024 17:40,4/13/2024,2024-04,17,Saturday,Thura Zin,18-24,Female,Freelancer,9954868999,Mandalay,Patheingyi,AYAPay,Android,P2P Transfer,155000,0,155000,Completed,Personal transfer
TXN-FUEW-29724119,3/24/2024 21:28,3/24/2024,2024-03,21,Sunday,Su Nge,45-54,Female,Factory Worker,9989359374,Myitkyina,Myitkyina Township,AYAPay,Feature Phone,P2P Transfer,112000,0,112000,Completed,Transfer to Naing Khaing
TXN-CWHT-00846131,3/5/2024 8:43,3/5/2024,2024-03,8,Tuesday,Myat Win,55+,Female,Private Sector Employee,9966084907,Yangon,Hlaing,Wave Money,Android,Salary Credit,783000,0,783000,Completed,Bonus payment
TXN-WJZT-93301059,12/14/2024 20:50,12/14/2024,2024-12,20,Saturday,Mg Moe,55+,Male,Government Employee,9322446263,Mandalay,Maha Aungmye,KBZPay,Android,Merchant Payment,15000,0,15000,Completed,Purchase at KFC Myanmar
TXN-MBHN-65568391,2/29/2024 16:52,2/29/2024,2024-02,16,Thursday,Htet Lwin,35-44,Male,Business Owner,9967817941,Bago,Tanatpin,Wave Money,Android,Bill Payment,49000,0,49000,Completed,Pay Insurance Premium
TXN-CSVJ-97551653,4/27/2024 8:02,4/27/2024,2024-04,8,Saturday,Su Maung,35-44,Male,Private Sector Employee,9456186323,Naypyitaw,Ottarathiri,KBZPay,iOS,Mobile Top-up,9000,0,9000,Completed,Mytel top-up 5000 MMK
TXN-GWPB-94342298,3/30/2024 14:18,3/30/2024,2024-03,14,Saturday,Nge Aung,18-24,Female,Private Sector Employee,9426057121,Mandalay,Aungmyaythazan,KBZPay,Android,Mobile Top-up,10000,0,10000,Completed,MPT top-up 1000 MMK
TXN-WPYR-96423944,12/5/2024 21:06,12/5/2024,2024-12,21,Thursday,Kyaw Tun,35-44,Female,Trader / Merchant,9452456185,Yangon,Kamayut,KBZPay,Android,P2P Transfer,153000,0,153000,Completed,Transfer to Aung Htun
TXN-BZEM-23104176,11/22/2024 8:19,11/22/2024,2024-11,8,Friday,Pyae Shwe,25-34,Female,Private Sector Employee,9269130448,Yangon,Kamayut,CB Pay,Android,Merchant Payment,12000,0,12000,Completed,Purchase at DKSH Myanmar
TXN-HYCP-95654195,8/24/2024 21:06,8/24/2024,2024-08,21,Saturday,Myo Khaing,25-34,Female,Government Employee,999017075,Sittwe,Myebon,Wave Money,Android,Bill Payment,54500,0,54500,Completed,Pay Government Fee
TXN-SGZM-44076822,5/27/2024 17:18,5/27/2024,2024-05,17,Monday,Su Zin,35-44,Male,Student,9953608493,Mandalay,Aungmyaythazan,Wave Money,Android,Bill Payment,77000,0,77000,Completed,Pay Cable TV
TXN-UHJK-69127399,9/6/2024 11:17,9/6/2024,2024-09,11,Friday,Yee Aye,18-24,Male,Trader / Merchant,9760169342,Yangon,Dagon,CB Pay,Android,Mobile Top-up,2500,0,2500,Completed,Ooredoo top-up 2000 MMK
TXN-IDEG-90306657,3/9/2024 18:15,3/9/2024,2024-03,18,Saturday,Mg Zin,35-44,Female,Government Employee,995372215,Myitkyina,Myitkyina Township,KBZPay,Android,P2P Transfer,322000,0,322000,Completed,Personal transfer
TXN-GOHK-00047891,8/23/2024 19:55,8/23/2024,2024-08,19,Friday,Myat Win,25-34,Male,Government Employee,977843614,Mandalay,Maha Aungmye,Wave Money,Android,P2P Transfer,80500,0,80500,Completed,Rent payment
TXN-WEMY-59559852,12/15/2024 12:16,12/15/2024,2024-12,12,Sunday,Thida Thu,18-24,Male,Factory Worker,953763882,Yangon,Insein,AYAPay,Feature Phone,P2P Transfer,173500,0,173500,Completed,Transfer to Ma Lwin
TXN-NMVL-86845905,3/13/2024 21:38,3/13/2024,2024-03,21,Wednesday,Shwe Nyi,45-54,Female,Factory Worker,9257802058,Mawlamyine,Kyaikmaraw,KBZPay,Feature Phone,Bill Payment,19000,0,19000,Completed,Pay School Fees
TXN-RPWJ-79499479,6/19/2024 19:04,6/19/2024,2024-06,19,Wednesday,Zaw Myint,25-34,Male,Private Sector Employee,975573857,Mandalay,Maha Aungmye,OK Dollar,Android,P2P Transfer,223500,0,223500,Completed,Transfer to Myo Lwin
TXN-HMZF-00760033,7/14/2024 20:15,7/14/2024,2024-07,20,Sunday,Ma Oo,18-24,Male,Private Sector Employee,974096149,Naypyitaw,Dekkhina,CB Pay,Feature Phone,Cash In,368000,0,368000,Completed,Bank transfer in
TXN-ZDQP-04575626,9/26/2024 16:46,9/26/2024,2024-09,16,Thursday,Wai Hlaing,35-44,Female,Government Employee,9763651189,Yangon,Tamwe,KBZPay,Android,P2P Transfer,128000,0,128000,Completed,Money sent to family
TXN-OBUQ-29005278,2/26/2024 10:30,2/26/2024,2024-02,10,Monday,Thura Hlaing,45-54,Male,Government Employee,9253332470,Mandalay,Maha Aungmye,Wave Money,iOS,Mobile Top-up,16000,0,16000,Completed,Mytel top-up 3000 MMK
TXN-UJLY-73315920,6/4/2024 20:28,6/4/2024,2024-06,20,Tuesday,Khin Win,25-34,Female,Factory Worker,991231261,Yangon,Bahan,AYAPay,iOS,Bill Payment,49500,0,49500,Completed,Pay School Fees
TXN-ZFVJ-35473562,9/17/2024 1:03,9/17/2024,2024-09,1,Tuesday,Nan Zin,45-54,Female,Freelancer,9266468719,Yangon,Tamwe,AYAPay,Feature Phone,P2P Transfer,313500,0,313500,Failed,Personal transfer
TXN-GFIC-08524581,2/20/2024 19:40,2/20/2024,2024-02,19,Tuesday,Wai Aye,18-24,Male,Factory Worker,9959813881,Yangon,Bahan,KBZPay,Android,P2P Transfer,175500,0,175500,Completed,Personal transfer
TXN-IKQB-61519326,1/30/2024 15:51,1/30/2024,2024-01,15,Tuesday,Nan Soe,18-24,Female,Business Owner,9427245000,Yangon,Bahan,AYAPay,Feature Phone,Merchant Payment,26500,0,26500,Completed,Purchase at MPT
TXN-MTUO-95696037,3/5/2024 16:39,3/5/2024,2024-03,16,Tuesday,Mg Aung,18-24,Female,Farmer,952556184,Yangon,Mingaladon,Wave Money,Android,Merchant Payment,124500,0,124500,Completed,Purchase at City Express Courier
TXN-QMNW-58472072,7/5/2024 18:20,7/5/2024,2024-07,18,Friday,Thida Zaw,18-24,Male,Government Employee,9980043655,Mawlamyine,Mudon,AYAPay,Android,P2P Transfer,148000,0,148000,Completed,Money sent to family
TXN-GPZA-15726963,1/24/2024 8:59,1/24/2024,2024-01,8,Wednesday,Khin Tun,45-54,Female,Private Sector Employee,978070633,Yangon,Hlaing,CB Pay,Android,Bill Payment,90000,0,90000,Completed,Pay Government Fee
TXN-SMUS-74610757,2/21/2024 18:18,2/21/2024,2024-02,18,Wednesday,Pyae Nge,25-34,Female,Factory Worker,954428773,Yangon,Mayangon,KBZPay,Android,Bill Payment,132000,0,132000,Completed,Pay Electricity (YESC)
TXN-KHMN-81809261,5/9/2024 20:18,5/9/2024,2024-05,20,Thursday,Nge Htay,35-44,Female,Private Sector Employee,9250362586,Bago,Waw,KBZPay,Android,P2P Transfer,106000,0,106000,Completed,Personal transfer
TXN-CKRA-73161128,3/29/2024 16:11,3/29/2024,2024-03,16,Friday,Htet Myint,35-44,Female,Private Sector Employee,9962430176,Taunggyi,Taunggyi Township,AYAPay,Android,P2P Transfer,291500,0,291500,Completed,Transfer to Ei Lin
TXN-MZIR-09998517,5/24/2024 10:51,5/24/2024,2024-05,10,Friday,Aye Lay,55+,Male,Freelancer,975040433,Pathein,Yegyi,Wave Money,Android,Cash In,228000,0,228000,Completed,ATM cash in
TXN-XMGZ-25999560,12/15/2024 0:24,12/15/2024,2024-12,0,Sunday,Ma Min,25-34,Male,Freelancer,998093391,Yangon,Kamayut,Wave Money,Android,Mobile Top-up,1000,0,1000,Completed,Mytel top-up 1000 MMK
TXN-NYCK-76368247,7/10/2024 19:24,7/10/2024,2024-07,19,Wednesday,Su Shwe,55+,Female,Government Employee,9956880023,Mandalay,Patheingyi,OK Dollar,Feature Phone,Merchant Payment,42500,0,42500,Completed,Purchase at KBZ Bank
TXN-CQYG-43377860,3/25/2024 13:53,3/25/2024,2024-03,13,Monday,Pyae Lay,25-34,Female,Government Employee,9490936595,Yangon,Insein,Wave Money,Android,P2P Transfer,99000,0,99000,Completed,Rent payment
TXN-BHMG-23377834,12/9/2024 13:40,12/9/2024,2024-12,13,Monday,Thu Phyo,18-24,Female,Government Employee,9269982137,Yangon,Bahan,KBZPay,iOS,P2P Transfer,197000,0,197000,Completed,Payment for goods
TXN-IVQF-60114262,5/20/2024 9:20,5/20/2024,2024-05,9,Monday,Naing Zaw,45-54,Male,Farmer,978112600,Yangon,Sanchaung,CB Pay,Android,Cash Out,188000,3500,184500,Completed,Cash withdrawal at agent
TXN-LIFZ-95364264,2/12/2024 16:00,2/12/2024,2024-02,16,Monday,Thu Zin,25-34,Male,Government Employee,9498826917,Yangon,Bahan,KBZPay,Android,Mobile Top-up,10000,0,10000,Completed,Mytel top-up 10000 MMK
TXN-JUNO-19778606,7/31/2024 12:18,7/31/2024,2024-07,12,Wednesday,Thu Zin,25-34,Male,Freelancer,9968260335,Mawlamyine,Mudon,Wave Money,Feature Phone,Mobile Top-up,5000,0,5000,Completed,Ooredoo top-up 10000 MMK
TXN-TCVO-61204538,7/14/2024 14:40,7/14/2024,2024-07,14,Sunday,Ma Soe,55+,Female,Government Employee,9989969964,Mandalay,Aungmyaythazan,AYAPay,Android,Merchant Payment,62500,0,62500,Completed,Purchase at AGD Bank
TXN-CPAR-89256672,8/15/2024 16:30,8/15/2024,2024-08,16,Thursday,Min Kyaw,25-34,Male,Student,9339932312,Myitkyina,Myitkyina Township,CB Pay,iOS,Merchant Payment,36500,0,36500,Completed,Purchase at AYA Bank
TXN-PWAX-03571148,10/29/2024 5:23,10/29/2024,2024-10,5,Tuesday,Phyu Shwe,25-34,Female,Trader / Merchant,9253483893,Yangon,Kamayut,AYAPay,Android,P2P Transfer,47000,0,47000,Failed,Transfer to Mg Moe
